goal_bonus,heading_rad,heading_deg,lambda_mean,lambda_std,lambda_median,cos_theta_mean,cos_theta_std,cos_theta_median,success_rate,mean_ep_reward
1.0,-1.6183962154856508,-92.72727272727272,4.944845199584961,20.8876953125,1.4226415157318115,0.11400380730628967,0.6861539483070374,0.20678043365478516,0.704,6.053529712893123
1.0,-1.5549296972313116,-89.09090909090908,4.7537617683410645,13.603970527648926,1.5650079250335693,0.0961000844836235,0.6968740224838257,0.1888558268547058,0.704,6.053529712893123
1.0,-1.4914631789769723,-85.45454545454544,4.175026893615723,9.24222469329834,1.5779383182525635,0.07036803662776947,0.7040088772773743,0.14296162128448486,0.704,6.053529712893123
1.0,-1.427996660722633,-81.81818181818181,3.938612937927246,9.50699520111084,1.4895868301391602,0.057287704199552536,0.7147630453109741,0.11604544520378113,0.704,6.053529712893123
1.0,-1.3645301424682938,-78.18181818181817,3.9858956336975098,9.346302032470703,1.423292875289917,0.03400018438696861,0.7197401523590088,0.09112546592950821,0.704,6.053529712893123
1.0,-1.3010636242139546,-74.54545454545453,3.686934232711792,8.680838584899902,1.304087519645691,0.034916944801807404,0.7203295230865479,0.04252200573682785,0.704,6.053529712893123
1.0,-1.2375971059596154,-70.9090909090909,3.7402734756469727,12.319299697875977,1.2394099235534668,0.0309582706540823,0.7130752205848694,0.04304230958223343,0.704,6.053529712893123
1.0,-1.1741305877052761,-67.27272727272727,3.5900490283966064,9.460278511047363,1.2177464962005615,-0.0017393381567671895,0.7108396291732788,0.007214229088276625,0.704,6.053529712893123
1.0,-1.1106640694509369,-63.63636363636363,3.8615851402282715,11.107156753540039,1.1790040731430054,-0.01981274038553238,0.7138704657554626,-0.03207293525338173,0.704,6.053529712893123
1.0,-1.0471975511965974,-59.999999999999986,4.048859596252441,17.02248191833496,1.163183331489563,-0.019848689436912537,0.7122544646263123,-0.032514795660972595,0.704,6.053529712893123
1.0,-0.9837310329422584,-56.36363636363636,3.5401220321655273,10.781522750854492,1.1423544883728027,-0.034416861832141876,0.7160102725028992,-0.08434323221445084,0.704,6.053529712893123
1.0,-0.9202645146879189,-52.72727272727271,3.496396780014038,12.133565902709961,1.2030342817306519,-0.02948598377406597,0.7161849141120911,-0.04576491564512253,0.704,6.053529712893123
1.0,-0.8567979964335799,-49.090909090909086,3.419276237487793,12.816412925720215,1.249375581741333,-0.018778018653392792,0.7134304046630859,-0.025587962940335274,0.704,6.053529712893123
1.0,-0.7933314781792404,-45.45454545454544,2.9669744968414307,10.088053703308105,1.1952002048492432,-0.002502921037375927,0.7145479321479797,-0.002830768935382366,0.704,6.053529712893123
1.0,-0.7298649599249014,-41.81818181818182,2.5217418670654297,6.206873416900635,1.124394416809082,-0.007082855328917503,0.707863986492157,-0.014623312279582024,0.704,6.053529712893123
1.0,-0.666398441670562,-38.181818181818166,2.1331734657287598,5.548712730407715,1.0350241661071777,0.026042239740490913,0.7005440592765808,0.0481351837515831,0.704,6.053529712893123
1.0,-0.6029319234162229,-34.54545454545455,1.9591648578643799,3.2866485118865967,1.041792631149292,0.0361626110970974,0.7086359858512878,0.08011945337057114,0.704,6.053529712893123
1.0,-0.5394654051618835,-30.909090909090896,2.059237003326416,8.330279350280762,1.0781071186065674,0.02499849908053875,0.713468611240387,0.05471049249172211,0.704,6.053529712893123
1.0,-0.47599888690754444,-27.272727272727273,1.9717938899993896,3.483363151550293,1.0555198192596436,0.023647332563996315,0.7184929847717285,0.023549694567918777,0.704,6.053529712893123
1.0,-0.412532368653205,-23.636363636363626,1.887892484664917,4.322077751159668,1.0159332752227783,0.04440199211239815,0.7132849097251892,0.08071862906217575,0.704,6.053529712893123
1.0,-0.34906585039886595,-20.000000000000004,1.8064168691635132,3.111064910888672,1.0278034210205078,0.049946241080760956,0.7155150771141052,0.11313121020793915,0.704,6.053529712893123
1.0,-0.2855993321445265,-16.363636363636353,1.9815465211868286,3.6954572200775146,1.1209583282470703,0.06368641555309296,0.7167739868164062,0.13660481572151184,0.704,6.053529712893123
1.0,-0.22213281389018746,-12.727272727272732,2.057832956314087,4.280242919921875,1.1571073532104492,0.05681615322828293,0.7182117700576782,0.13457542657852173,0.704,6.053529712893123
1.0,-0.158666295635848,-9.090909090909083,2.0472500324249268,3.4177405834198,1.1743208169937134,0.05837692320346832,0.7134544849395752,0.10611426830291748,0.704,6.053529712893123
1.0,-0.09519977738150853,-5.454545454545435,2.434133291244507,7.672971248626709,1.2127842903137207,0.07155950367450714,0.6953446269035339,0.12787070870399475,0.704,6.053529712893123
1.0,-0.03173325912716951,-1.8181818181818115,2.5308146476745605,5.550717830657959,1.2552249431610107,0.06478829681873322,0.6904931664466858,0.10927923768758774,0.704,6.053529712893123
1.0,0.031733259127169955,1.818181818181837,2.780972480773926,10.359267234802246,1.3270976543426514,0.07631347328424454,0.6933028101921082,0.14351963996887207,0.704,6.053529712893123
1.0,0.09519977738150898,5.45454545454546,3.02055287361145,8.770317077636719,1.3929102420806885,0.05024176836013794,0.7122820019721985,0.13369815051555634,0.704,6.053529712893123
1.0,0.15866629563584844,9.090909090909108,3.6022841930389404,15.573241233825684,1.4006080627441406,0.0592380128800869,0.7042149901390076,0.13899511098861694,0.704,6.053529712893123
1.0,0.22213281389018746,12.727272727272732,3.9785940647125244,12.738164901733398,1.3679784536361694,0.07190361618995667,0.7025095820426941,0.15704253315925598,0.704,6.053529712893123
